"No.","Time","Source","source port","Destination","dest_port","Protocol","Length","HID Data","Info"
"525","44.588663","1.2.2","0x00000002","host","0xffffffff","USB","35","0000131700000000","URB_INTERRUPT in"
"527","44.608639","1.2.2","0x00000002","host","0xffffffff","USB","35","0000170000000000","URB_INTERRUPT in"
"529","44.700660","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"531","44.828941","1.2.2","0x00000002","host","0xffffffff","USB","35","00002c0000000000","URB_INTERRUPT in"
"533","44.984975","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"535","45.085977","1.2.2","0x00000002","host","0xffffffff","USB","35","0000120000000000","URB_INTERRUPT in"
"537","45.209716","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"539","45.236612","1.2.2","0x00000002","host","0xffffffff","USB","35","0000090000000000","URB_INTERRUPT in"
"541","45.345658","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"543","45.469657","1.2.2","0x00000002","host","0xffffffff","USB","35","00002c0000000000","URB_INTERRUPT in"
"545","45.608954","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"547","45.897664","1.2.2","0x00000002","host","0xffffffff","USB","35","0000180000000000","URB_INTERRUPT in"
"549","45.996659","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"551","46.025655","1.2.2","0x00000002","host","0xffffffff","USB","35","0000160000000000","URB_INTERRUPT in"
"553","46.152969","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"555","46.300974","1.2.2","0x00000002","host","0xffffffff","USB","35","0000370000000000","URB_INTERRUPT in"
"557","46.413649","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"559","47.117909","1.2.2","0x00000002","host","0xffffffff","USB","35","00002c0000000000","URB_INTERRUPT in"
"561","47.264629","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"563","47.298605","1.2.2","0x00000002","host","0xffffffff","USB","35","0200000000000000","URB_INTERRUPT in"
"565","47.545969","1.2.2","0x00000002","host","0xffffffff","USB","35","0200170000000000","URB_INTERRUPT in"
"567","47.600656","1.2.2","0x00000002","host","0xffffffff","USB","35","0000170000000000","URB_INTERRUPT in"
"569","47.633605","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"571","47.741611","1.2.2","0x00000002","host","0xffffffff","USB","35","00000b0000000000","URB_INTERRUPT in"
"573","47.831653","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"575","47.983966","1.2.2","0x00000002","host","0xffffffff","USB","35","00000c0000000000","URB_INTERRUPT in"
"577","48.055966","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"579","48.136765","1.2.2","0x00000002","host","0xffffffff","USB","35","0000160000000000","URB_INTERRUPT in"
"581","48.225650","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"583","48.873717","1.2.2","0x00000002","host","0xffffffff","USB","35","00002c0000000000","URB_INTERRUPT in"
"585","49.009658","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"587","49.119653","1.2.2","0x00000002","host","0xffffffff","USB","35","00000c0000000000","URB_INTERRUPT in"
"589","49.227971","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"591","49.403875","1.2.2","0x00000002","host","0xffffffff","USB","35","0000110000000000","URB_INTERRUPT in"
"593","49.523604","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"595","49.587649","1.2.2","0x00000002","host","0xffffffff","USB","35","0000090000000000","URB_INTERRUPT in"
"597","49.680648","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"599","49.704651","1.2.2","0x00000002","host","0xffffffff","USB","35","0000120000000000","URB_INTERRUPT in"
"601","49.804974","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"603","49.856084","1.2.2","0x00000002","host","0xffffffff","USB","35","0000150000000000","URB_INTERRUPT in"
"605","49.972674","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"607","50.011639","1.2.2","0x00000002","host","0xffffffff","USB","35","0000100000000000","URB_INTERRUPT in"
"609","50.085648","1.2.2","0x00000002","host","0xffffffff","USB","35","0000100400000000","URB_INTERRUPT in"
"611","50.121662","1.2.2","0x00000002","host","0xffffffff","USB","35","0000040000000000","URB_INTERRUPT in"
"613","50.230649","1.2.2","0x00000002","host","0xffffffff","USB","35","0000041700000000","URB_INTERRUPT in"
"615","50.252624","1.2.2","0x00000002","host","0xffffffff","USB","35","0000170000000000","URB_INTERRUPT in"
"617","50.322689","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"619","50.345959","1.2.2","0x00000002","host","0xffffffff","USB","35","00000c0000000000","URB_INTERRUPT in"
"621","50.453602","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"623","50.588722","1.2.2","0x00000002","host","0xffffffff","USB","35","0000120000000000","URB_INTERRUPT in"
"625","50.681609","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"627","50.854647","1.2.2","0x00000002","host","0xffffffff","USB","35","0000110000000000","URB_INTERRUPT in"
"629","50.956595","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"631","51.596957","1.2.2","0x00000002","host","0xffffffff","USB","35","00002c0000000000","URB_INTERRUPT in"
"633","51.686951","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"635","51.806065","1.2.2","0x00000002","host","0xffffffff","USB","35","00000c0000000000","URB_INTERRUPT in"
"637","51.933647","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"639","51.984646","1.2.2","0x00000002","host","0xffffffff","USB","35","0000160000000000","URB_INTERRUPT in"
"641","52.092643","1.2.2","0x00000002","host","0xffffffff","USB","35","0000162c00000000","URB_INTERRUPT in"
"643","52.096635","1.2.2","0x00000002","host","0xffffffff","USB","35","00002c0000000000","URB_INTERRUPT in"
"645","52.213627","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"647","52.284665","1.2.2","0x00000002","host","0xffffffff","USB","35","0000060000000000","URB_INTERRUPT in"
"649","52.369301","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"651","52.402963","1.2.2","0x00000002","host","0xffffffff","USB","35","0000120000000000","URB_INTERRUPT in"
"653","52.494644","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"655","52.722957","1.2.2","0x00000002","host","0xffffffff","USB","35","0000110000000000","URB_INTERRUPT in"
"657","52.850615","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"659","52.928859","1.2.2","0x00000002","host","0xffffffff","USB","35","0000090000000000","URB_INTERRUPT in"
"661","53.029653","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"663","53.516868","1.2.2","0x00000002","host","0xffffffff","USB","35","00000c0000000000","URB_INTERRUPT in"
"665","53.677640","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"667","53.918654","1.2.2","0x00000002","host","0xffffffff","USB","35","0000070000000000","URB_INTERRUPT in"
"669","54.048924","1.2.2","0x00000002","host","0xffffffff","USB","35","0000070800000000","URB_INTERRUPT in"
"671","54.084670","1.2.2","0x00000002","host","0xffffffff","USB","35","0000080000000000","URB_INTERRUPT in"
"673","54.196637","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"675","54.274629","1.2.2","0x00000002","host","0xffffffff","USB","35","0000110000000000","URB_INTERRUPT in"
"677","54.396623","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"679","54.397607","1.2.2","0x00000002","host","0xffffffff","USB","35","0000170000000000","URB_INTERRUPT in"
"681","54.509632","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"683","54.557594","1.2.2","0x00000002","host","0xffffffff","USB","35","00000c0000000000","URB_INTERRUPT in"
"685","54.669990","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"687","54.734606","1.2.2","0x00000002","host","0xffffffff","USB","35","0000040000000000","URB_INTERRUPT in"
"689","54.853639","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"691","54.927035","1.2.2","0x00000002","host","0xffffffff","USB","35","00000f0000000000","URB_INTERRUPT in"
"693","55.063592","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"695","55.189620","1.2.2","0x00000002","host","0xffffffff","USB","35","00002c0000000000","URB_INTERRUPT in"
"697","55.303591","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"699","55.386593","1.2.2","0x00000002","host","0xffffffff","USB","35","0000040000000000","URB_INTERRUPT in"
"701","55.509636","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"703","55.517590","1.2.2","0x00000002","host","0xffffffff","USB","35","0000110000000000","URB_INTERRUPT in"
"705","55.639626","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"707","55.690613","1.2.2","0x00000002","host","0xffffffff","USB","35","0000070000000000","URB_INTERRUPT in"
"709","55.761631","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"711","55.805949","1.2.2","0x00000002","host","0xffffffff","USB","35","00002c0000000000","URB_INTERRUPT in"
"713","55.909957","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"715","56.021949","1.2.2","0x00000002","host","0xffffffff","USB","35","0000100000000000","URB_INTERRUPT in"
"717","56.115585","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"719","56.402873","1.2.2","0x00000002","host","0xffffffff","USB","35","0000180000000000","URB_INTERRUPT in"
"721","56.497942","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"723","56.547896","1.2.2","0x00000002","host","0xffffffff","USB","35","0000160000000000","URB_INTERRUPT in"
"725","56.721623","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"727","56.782637","1.2.2","0x00000002","host","0xffffffff","USB","35","0000170000000000","URB_INTERRUPT in"
"729","56.849625","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"731","56.929636","1.2.2","0x00000002","host","0xffffffff","USB","35","00002c0000000000","URB_INTERRUPT in"
"733","57.022588","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"735","57.145942","1.2.2","0x00000002","host","0xffffffff","USB","35","0000110000000000","URB_INTERRUPT in"
"737","57.233608","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"739","57.410633","1.2.2","0x00000002","host","0xffffffff","USB","35","0000120000000000","URB_INTERRUPT in"
"741","57.530633","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"743","57.566634","1.2.2","0x00000002","host","0xffffffff","USB","35","0000170000000000","URB_INTERRUPT in"
"745","57.673937","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"747","57.699632","1.2.2","0x00000002","host","0xffffffff","USB","35","00002c0000000000","URB_INTERRUPT in"
"749","57.831597","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"751","58.049631","1.2.2","0x00000002","host","0xffffffff","USB","35","0000050000000000","URB_INTERRUPT in"
"753","58.137634","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"755","58.297946","1.2.2","0x00000002","host","0xffffffff","USB","35","0000080000000000","URB_INTERRUPT in"
"757","58.386918","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"759","58.466627","1.2.2","0x00000002","host","0xffffffff","USB","35","00002c0000000000","URB_INTERRUPT in"
"761","58.575597","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"763","58.595629","1.2.2","0x00000002","host","0xffffffff","USB","35","0000160000000000","URB_INTERRUPT in"
"765","58.717631","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"767","58.742632","1.2.2","0x00000002","host","0xffffffff","USB","35","00000b0000000000","URB_INTERRUPT in"
"769","58.834941","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"771","58.857936","1.2.2","0x00000002","host","0xffffffff","USB","35","0000040000000000","URB_INTERRUPT in"
"773","58.954584","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"775","59.006936","1.2.2","0x00000002","host","0xffffffff","USB","35","0000150000000000","URB_INTERRUPT in"
"777","59.130709","1.2.2","0x00000002","host","0xffffffff","USB","35","0000150800000000","URB_INTERRUPT in"
"779","59.197601","1.2.2","0x00000002","host","0xffffffff","USB","35","0000080000000000","URB_INTERRUPT in"
"781","59.231624","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"783","59.407953","1.2.2","0x00000002","host","0xffffffff","USB","35","0000070000000000","URB_INTERRUPT in"
"785","59.502928","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"787","59.598592","1.2.2","0x00000002","host","0xffffffff","USB","35","00002c0000000000","URB_INTERRUPT in"
"789","59.750603","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"791","60.525624","1.2.2","0x00000002","host","0xffffffff","USB","35","00001a0000000000","URB_INTERRUPT in"
"793","60.661923","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"795","60.733934","1.2.2","0x00000002","host","0xffffffff","USB","35","00000c0000000000","URB_INTERRUPT in"
"797","60.845765","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"799","60.925614","1.2.2","0x00000002","host","0xffffffff","USB","35","0000170000000000","URB_INTERRUPT in"
"801","61.036625","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"803","61.084628","1.2.2","0x00000002","host","0xffffffff","USB","35","00000b0000000000","URB_INTERRUPT in"
"805","61.196636","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"807","61.300582","1.2.2","0x00000002","host","0xffffffff","USB","35","00002c0000000000","URB_INTERRUPT in"
"809","61.422936","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"811","61.601618","1.2.2","0x00000002","host","0xffffffff","USB","35","0000040000000000","URB_INTERRUPT in"
"813","61.709622","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"815","61.788570","1.2.2","0x00000002","host","0xffffffff","USB","35","0000110000000000","URB_INTERRUPT in"
"817","61.896924","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"819","61.952923","1.2.2","0x00000002","host","0xffffffff","USB","35","00001c0000000000","URB_INTERRUPT in"
"821","62.040942","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"823","62.140767","1.2.2","0x00000002","host","0xffffffff","USB","35","0000120000000000","URB_INTERRUPT in"
"825","62.242600","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"827","62.408935","1.2.2","0x00000002","host","0xffffffff","USB","35","0000110000000000","URB_INTERRUPT in"
"829","62.526904","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"831","62.545913","1.2.2","0x00000002","host","0xffffffff","USB","35","0000080000000000","URB_INTERRUPT in"
"833","62.641934","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"835","62.672933","1.2.2","0x00000002","host","0xffffffff","USB","35","00002c0000000000","URB_INTERRUPT in"
"837","62.764622","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"839","62.776620","1.2.2","0x00000002","host","0xffffffff","USB","35","0000080000000000","URB_INTERRUPT in"
"841","62.876579","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"843","62.897610","1.2.2","0x00000002","host","0xffffffff","USB","35","00000f0000000000","URB_INTERRUPT in"
"845","63.048928","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"847","63.053930","1.2.2","0x00000002","host","0xffffffff","USB","35","0000160000000000","URB_INTERRUPT in"
"849","63.180648","1.2.2","0x00000002","host","0xffffffff","USB","35","0000160800000000","URB_INTERRUPT in"
"851","63.260604","1.2.2","0x00000002","host","0xffffffff","USB","35","0000080000000000","URB_INTERRUPT in"
"853","63.324571","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"855","63.397618","1.2.2","0x00000002","host","0xffffffff","USB","35","0000370000000000","URB_INTERRUPT in"
"857","63.593580","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"859","63.972620","1.2.2","0x00000002","host","0xffffffff","USB","35","00002c0000000000","URB_INTERRUPT in"
"861","64.108615","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"863","64.437931","1.2.2","0x00000002","host","0xffffffff","USB","35","0200000000000000","URB_INTERRUPT in"
"865","64.668625","1.2.2","0x00000002","host","0xffffffff","USB","35","0200170000000000","URB_INTERRUPT in"
"867","64.745570","1.2.2","0x00000002","host","0xffffffff","USB","35","0000170000000000","URB_INTERRUPT in"
"869","64.756582","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"871","64.772579","1.2.2","0x00000002","host","0xffffffff","USB","35","00000b0000000000","URB_INTERRUPT in"
"873","64.876576","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"875","64.901569","1.2.2","0x00000002","host","0xffffffff","USB","35","0000080000000000","URB_INTERRUPT in"
"877","64.997838","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"879","65.053944","1.2.2","0x00000002","host","0xffffffff","USB","35","00002c0000000000","URB_INTERRUPT in"
"881","65.188605","1.2.2","0x00000002","host","0xffffffff","USB","35","00002c1600000000","URB_INTERRUPT in"
"883","65.196576","1.2.2","0x00000002","host","0xffffffff","USB","35","0000160000000000","URB_INTERRUPT in"
"885","65.313638","1.2.2","0x00000002","host","0xffffffff","USB","35","0000160800000000","URB_INTERRUPT in"
"887","65.397603","1.2.2","0x00000002","host","0xffffffff","USB","35","0000080000000000","URB_INTERRUPT in"
"889","65.436614","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"891","65.616828","1.2.2","0x00000002","host","0xffffffff","USB","35","0000060000000000","URB_INTERRUPT in"
"893","65.715714","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"895","65.868669","1.2.2","0x00000002","host","0xffffffff","USB","35","0000150000000000","URB_INTERRUPT in"
"897","66.045605","1.2.2","0x00000002","host","0xffffffff","USB","35","0000150800000000","URB_INTERRUPT in"
"899","66.100604","1.2.2","0x00000002","host","0xffffffff","USB","35","0000080000000000","URB_INTERRUPT in"
"901","66.227627","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"903","66.316903","1.2.2","0x00000002","host","0xffffffff","USB","35","0000170000000000","URB_INTERRUPT in"
"905","66.432586","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"907","66.528614","1.2.2","0x00000002","host","0xffffffff","USB","35","0000040000000000","URB_INTERRUPT in"
"909","66.667915","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"911","66.747767","1.2.2","0x00000002","host","0xffffffff","USB","35","0000150000000000","URB_INTERRUPT in"
"913","66.871916","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"915","67.127612","1.2.2","0x00000002","host","0xffffffff","USB","35","00001c0000000000","URB_INTERRUPT in"
"917","67.199611","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"919","67.659611","1.2.2","0x00000002","host","0xffffffff","USB","35","0000340000000000","URB_INTERRUPT in"
"921","67.787608","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"923","67.821927","1.2.2","0x00000002","host","0xffffffff","USB","35","0000160000000000","URB_INTERRUPT in"
"925","67.937610","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"927","68.705598","1.2.2","0x00000002","host","0xffffffff","USB","35","00002c0000000000","URB_INTERRUPT in"
"929","68.847608","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"931","69.181568","1.2.2","0x00000002","host","0xffffffff","USB","35","00000b0000000000","URB_INTERRUPT in"
"933","69.253599","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"935","69.323609","1.2.2","0x00000002","host","0xffffffff","USB","35","00000c0000000000","URB_INTERRUPT in"
"937","69.424601","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"939","69.512577","1.2.2","0x00000002","host","0xffffffff","USB","35","0000070000000000","URB_INTERRUPT in"
"941","69.599580","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"943","69.677924","1.2.2","0x00000002","host","0xffffffff","USB","35","0000070000000000","URB_INTERRUPT in"
"945","69.764921","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"947","69.851919","1.2.2","0x00000002","host","0xffffffff","USB","35","0000080000000000","URB_INTERRUPT in"
"949","69.939576","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"951","70.000603","1.2.2","0x00000002","host","0xffffffff","USB","35","0000110000000000","URB_INTERRUPT in"
"953","70.100613","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"955","70.155626","1.2.2","0x00000002","host","0xffffffff","USB","35","00002c0000000000","URB_INTERRUPT in"
"957","70.292924","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"959","70.437891","1.2.2","0x00000002","host","0xffffffff","USB","35","00000f0000000000","URB_INTERRUPT in"
"961","70.548823","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"963","70.659623","1.2.2","0x00000002","host","0xffffffff","USB","35","0000120000000000","URB_INTERRUPT in"
"965","70.740607","1.2.2","0x00000002","host","0xffffffff","USB","35","0000120600000000","URB_INTERRUPT in"
"967","70.743587","1.2.2","0x00000002","host","0xffffffff","USB","35","0000060000000000","URB_INTERRUPT in"
"969","70.827553","1.2.2","0x00000002","host","0xffffffff","USB","35","0000060400000000","URB_INTERRUPT in"
"971","70.867601","1.2.2","0x00000002","host","0xffffffff","USB","35","0000040000000000","URB_INTERRUPT in"
"973","70.960586","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"975","72.092601","1.2.2","0x00000002","host","0xffffffff","USB","35","0000170000000000","URB_INTERRUPT in"
"977","72.189555","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"979","72.285049","1.2.2","0x00000002","host","0xffffffff","USB","35","00000c0000000000","URB_INTERRUPT in"
"981","72.396909","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"983","72.534623","1.2.2","0x00000002","host","0xffffffff","USB","35","0000120000000000","URB_INTERRUPT in"
"985","72.624727","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"987","72.806572","1.2.2","0x00000002","host","0xffffffff","USB","35","0000110000000000","URB_INTERRUPT in"
"989","72.937904","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"991","73.053903","1.2.2","0x00000002","host","0xffffffff","USB","35","00002c0000000000","URB_INTERRUPT in"
"993","73.190598","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"995","73.680547","1.2.2","0x00000002","host","0xffffffff","USB","35","00000c0000000000","URB_INTERRUPT in"
"997","73.815570","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"999","73.857584","1.2.2","0x00000002","host","0xffffffff","USB","35","0000160000000000","URB_INTERRUPT in"
"1001","73.971885","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1003","73.989903","1.2.2","0x00000002","host","0xffffffff","USB","35","00002c0000000000","URB_INTERRUPT in"
"1005","74.124913","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1007","74.715903","1.2.2","0x00000002","host","0xffffffff","USB","35","0200000000000000","URB_INTERRUPT in"
"1009","74.943615","1.2.2","0x00000002","host","0xffffffff","USB","35","0200060000000000","URB_INTERRUPT in"
"1011","75.069592","1.2.2","0x00000002","host","0xffffffff","USB","35","0200000000000000","URB_INTERRUPT in"
"1013","75.571593","1.2.2","0x00000002","host","0xffffffff","USB","35","02000b0000000000","URB_INTERRUPT in"
"1015","75.659591","1.2.2","0x00000002","host","0xffffffff","USB","35","0200000000000000","URB_INTERRUPT in"
"1017","75.711540","1.2.2","0x00000002","host","0xffffffff","USB","35","0200170000000000","URB_INTERRUPT in"
"1019","75.811905","1.2.2","0x00000002","host","0xffffffff","USB","35","0200000000000000","URB_INTERRUPT in"
"1021","75.890571","1.2.2","0x00000002","host","0xffffffff","USB","35","0200050000000000","URB_INTERRUPT in"
"1023","75.994870","1.2.2","0x00000002","host","0xffffffff","USB","35","0200000000000000","URB_INTERRUPT in"
"1025","76.698873","1.2.2","0x00000002","host","0xffffffff","USB","35","02002f0000000000","URB_INTERRUPT in"
"1027","76.795563","1.2.2","0x00000002","host","0xffffffff","USB","35","0200000000000000","URB_INTERRUPT in"
"1029","76.918539","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1031","79.740895","1.2.2","0x00000002","host","0xffffffff","USB","35","0000040000000000","URB_INTERRUPT in"
"1033","79.820602","1.2.2","0x00000002","host","0xffffffff","USB","35","0000000000000000","URB_INTERRUPT in"
"1035","80.031890","1.2.2","0x00000002","host","0xffffffff","USB","35","0200000000000000","URB_INTERRUPT in"
"1037","80.170571","1.2.2","0x00000002","host","0xffffffff","USB","35","02002d0000000000","URB_INTERRUPT in"
